judul,foto,penulis,porsi,bahan,langkah,durasi,url,tag
Resep Bubur chinese mudah dan praktik bagi pemula dan anak kos. Bisa masak dengan ricecooker!,https://img-global.cpcdn.com/recipes/3321243866d4e80e/1280x1280sq70/resep-bubur-chinese-mudah-dan-praktik-bagi-pemula-dan-anak-kos-bisa-masak-dengan-ricecooker-foto-resep-utama.jpg,Najwa Trizkiana,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2 Ruas', 'bahan': 'Jahe'}, {'grup': 'Bahan Utama', 'jumlah': '4 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '5 Sendok Teh', 'bahan': 'Lada Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Penyedap Rasa Instan'}, {'grup': 'Bahan Utama', 'jumlah': '23 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '5 sdt', 'bahan': 'Micin'}]","['Haluskan 4 siung bawang putih dan 1 ruas jahe beri sedikit saat dihaluskan', 'Tumis bumbu yang sudah di haluskan tadi hingga harum, lalu beri air setengah gelas biasa sementara itu cuci bersih beras 1 meres gelas campurkan bumbu tadi pada beras yang sudah dicuci tambahkan lada bubuk setengah bungkus atau 5 sdt lada bubuk, 1 bungkus penyedap rasa instan, 23 sdt garam, dan 5 sdt micin aduk hingga tercampur rata bari air kira kira setengah panci penanak nasi ricecooker masak nasi pada ricecooker', 'Tunggu hingga matang, jika bubur sudah jadi aduk terlebih dahulu untuk meratakan tekstur, jika kurang begitu matang bisa tambah air lagi sesuai selera dan beri garam 23 sdt dan masak kembali hingga mendapatkan tekstur yang di inginkan tinggal beri toping seperti cakwe, skelop goreng, telur rebus, dan perbawangan supaya lebih enak']",Tidak ada,https://cookpad.com/id/resep/24647932-resep-bubur-chinese-mudah-dan-praktik-bagi-pemula-dan-anak-kos-bisa-masak-dengan-ricecooker,"['sdt', 'ricecooker', '1']"
Mengakali Semangka yang Sama Sekali Tidak Manis ala Bocah Kos Kosan (2),https://img-global.cpcdn.com/recipes/a81133beb274021a/1280x1280sq70/mengakali-semangka-yang-sama-sekali-tidak-manis-ala-bocah-kos-kosan-2-foto-resep-utama.jpg,Vel Ka,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Semangka Dadu'}, {'grup': 'Bahan Utama', 'jumlah': '2 Bungkus', 'bahan': 'Stick Brown Sugar'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}]","['Semangka yang dipotong dadu ditaburi brown sugar yang dapat dari cafe waktu nongki dulu taburi sedikit garam, sajikan selagi dingin']",3 Menit,https://cookpad.com/id/resep/24764488-mengakali-semangka-yang-sama-sekali-tidak-manis-ala-bocah-kos-kosan-2,"['semangka', 'mengakali', 'manis']"
Spagethi bolognese anak kos,https://img-global.cpcdn.com/recipes/6c53dbf0b74937c4/1280x1280sq70/spagethi-bolognese-anak-kos-foto-resep-utama.jpg,nurul,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Pasta'}, {'grup': 'Bahan Utama', 'jumlah': '4 sdm', 'bahan': 'Saus Bolognese'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Saus Pedas'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Bawang Bombay Cincang'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Sosis Potong Dadu'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Kaldu Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Lada Bubuk'}]","['Rebus mie pasta', 'Tumis bawang bombay, masukkan sosis yang dipotong dadu masukkan saus bolognese dan saus pedas, tambahkan air secukupnya, masukkan kaldu bubuk dan lada bubuk koreksi rasa tunggu hingga saus mengental dan siap dihidangkan', 'Siap dihidangkan dengan mie spageti']",30 Menit,https://cookpad.com/id/resep/24536559-spagethi-bolognese-anak-kos,"['saus', 'bolognese', 'mie']"
Mengakali Semangka yang Sama Sekali Tidak Manis ala Bocah Kos Kosan (1),https://img-global.cpcdn.com/recipes/3ea958a8c22e201f/1280x1280sq70/mengakali-semangka-yang-sama-sekali-tidak-manis-ala-bocah-kos-kosan-1-foto-resep-utama.jpg,Vel Ka,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Semangka'}, {'grup': 'Bahan Utama', 'jumlah': '2 Sendok Makan', 'bahan': 'Gula'}]","['Semangka dipotong, taburi gula selesai']",3 Menit,https://cookpad.com/id/resep/24764455-mengakali-semangka-yang-sama-sekali-tidak-manis-ala-bocah-kos-kosan-1,"['semangka', 'mengakali', 'manis']"
Capcay sayur anak kost,https://img-global.cpcdn.com/recipes/1295e435b7dc8ed1/1280x1280sq70/capcay-sayur-anak-kost-foto-resep-utama.jpg,dinda el,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '5 Butir', 'bahan': 'Bakso Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Wortel'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Pokcay'}, {'grup': 'Bahan Utama', 'jumlah': '7 Buah', 'bahan': 'Anak Jagung'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Daun Pre'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bunga', 'bahan': 'Kol'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Lada Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Micin'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Kaldu Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Gelas', 'bahan': 'Air'}]","['Potong semua sayuran', 'Haluskan bawang putih bawang merah', 'Panaskan sedikit minyak, orek orek telur', 'Oseng bumbu yang sudah dihaluskan', 'Tambahkan air, masukan sayur, tutup sampai sayurnya lunak', 'Masukkan bakso, lalu masukkan pokcay, terakhir tomat', 'Capcay sayuran siap dihidangkan']",75 Menit,https://cookpad.com/id/resep/24603447-capcay-sayur-anak-kost,"['capcay', 'sayur', 'sayuran']"
Tumis Telur Sayur Simple No Ribet (Anak Kos Friendly),https://img-global.cpcdn.com/recipes/eec5a9d6d374df3f/1280x1280sq70/tumis-telur-sayur-simple-no-ribet-anak-kos-friendly-foto-resep-utama.jpg,Wiwik,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '1 Layer', 'bahan': 'Kol Putih'}, {'grup': 'Bahan Utama', 'jumlah': '12 Buah', 'bahan': 'Wortel'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Bakso Ukuran Kecil'}, {'grup': 'Bumbu', 'jumlah': '1 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bumbu', 'jumlah': '1 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bumbu', 'jumlah': '1 Buah', 'bahan': 'Cabai Merah'}, {'grup': 'Bumbu', 'jumlah': '2 Tetes', 'bahan': 'Saos Tiram'}, {'grup': 'Bumbu', 'jumlah': '2 Tetes', 'bahan': 'Minyak Wijen'}, {'grup': 'Bumbu', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bumbu', 'jumlah': 'Secukupnya', 'bahan': 'Lada Bubuk'}]","['Iris tipistipis bawang putih, bawang merah dan cabai kemudian tumis hingga harum, lalu sisihkan', 'Masukkan telur kemudian urak arik, lalu masukkan wortel, bakso dan wortel', 'Tambahkan minyak wijen dan saos tiram, usahakan bisa mengenai teflonwajan biarkan hingga panas lalu aduk secara merata masukkan garam dan lada, lalu tes rasa', 'Diamkan hingga sayuran lebih layu (kurleb 5 menit) kemudian sajikan']",30 Menit,https://cookpad.com/id/resep/24734617-tumis-telur-sayur-simple-no-ribet-anak-kos-friendly,"['telur', 'bawang', 'wortel']"
Sayur Kuning Tempe Ketimun ala kadarnya ala bocah kos kosan,https://img-global.cpcdn.com/recipes/72c2a604510b928f/1280x1280sq70/sayur-kuning-tempe-ketimun-ala-kadarnya-ala-bocah-kos-kosan-foto-resep-utama.jpg,Vel Ka,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Tempe'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sachet', 'bahan': 'Sambal Terasi Instan'}, {'grup': 'Bahan Utama', 'jumlah': '50 mL', 'bahan': 'Air Bumbu Rendeman Racik'}, {'grup': 'Bahan Utama', 'jumlah': '250 mL', 'bahan': 'Air Mineral'}, {'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Ketimun Jepang'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sendok Makan', 'bahan': 'Margarin'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': ' Santan Instan'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Bawang Goreng'}]","['Potongpotong tempe sesuai selera, kemudian rendam tempe dengan air dari sisa rendeman ayam, aku pakai sedikit air dan bumbunya yang kugunakan juga untuk merendam tempe', 'Potongpotong ketimun jepang sesuau selera sisihkan', 'Panaskan margarin, tumis sebentar sambal abc instan, masukkan tempe beserta air rempah rendeman, masukkan air, didihkan', 'Setelah air mendidih, masukkan potongan ketimun masak hingga layu, masukkan bawang goreng', 'Koreksi rasa karena air bumbu rendeman racik sudah mengandung garam, ada baiknya tidak menambah garam lagi tapi kalau memang suka yang lebih asin, boleh lah tambahkan sedikit', 'Masukkan santan sun instan 65 ml adukaduk hingga rata dan mendidih kembali taburi bawang goreng sajikan selagi hangat dengan nasi putih dan ayam goreng']",25 Menit,https://cookpad.com/id/resep/24764431-sayur-kuning-tempe-ketimun-ala-kadarnya-ala-bocah-kos-kosan,"['tempe', 'ketimun', 'rendeman']"
Resep perkedel kentang mudah dan praktik bagi pemula dan anak kos,https://img-global.cpcdn.com/recipes/da001ad08a0a6d37/1280x1280sq70/resep-perkedel-kentang-mudah-dan-praktik-bagi-pemula-dan-anak-kos-foto-resep-utama.jpg,Najwa Trizkiana,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '5 Buah', 'bahan': 'Kentang'}, {'grup': 'Bahan Utama', 'jumlah': '12 Bungkus', 'bahan': 'Merica Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Penyedap Rasa'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdt', 'bahan': 'Micin'}, {'grup': 'Bahan Utama', 'jumlah': '4 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '5 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '45 sdt', 'bahan': 'Ketumbar Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '12', 'bahan': 'Pala'}]","['Kupas dan potong kentang besar besar goreng kentang setengah mateng sementara coper atau ulek bawang putih, bawang merah, setengah pala menjadi halus', 'Tumis bumbu yang sudah di ulek atau di coper tadi ulek kentang yang sudah digoreng, campurkan bumbu halus tadi, ulek lagi hingga tercampur rata masukan setengah bungkus merica bubuk, 45 sdt ketumbar bubuk, 1 bungkus penyedap rasa instan, 2 sdt micin ulek lagi hingga lembut jika sudah rata lalu bentuk kentang sebentara kocok lepas telur, tambahkan sedikit garam (1 sdt setengah sdt) aduk lumuri kentang yang sudah dibentuk bentuk goreng di minyak panas hingga kecokelatan']",Tidak ada,https://cookpad.com/id/resep/24638094-resep-perkedel-kentang-mudah-dan-praktik-bagi-pemula-dan-anak-kos,"['kentang', 'sdt', 'coper']"
3. Bubur ayam ala anak kost,https://img-global.cpcdn.com/recipes/2bf241621baa62f5/1280x1280sq70/3-bubur-ayam-ala-anak-kost-foto-resep-utama.jpg,Clara Cook,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Mangkuk', 'bahan': 'Nasi Sisa Masih Layak'}, {'grup': 'Bahan Utama', 'jumlah': '12 Cm', 'bahan': 'Kunyit'}, {'grup': 'Bahan Utama', 'jumlah': '2 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Kemiri'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Royco atau Penyedap'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air Putih'}]","['Untuk kuah bubur ulek kunyit, baput, kemiri dan garam masukan kedalam wajanpanci tumis hingga harum, masukan air putih 2 gelas (bisa lebih jika kurang) tunggu hingga mendidih, koreksi rasa, angkat', 'Untuk bubur hidupkan kompor, masukan nasi kedalam panci beri air yang lumayan banyak aduk hingga nasi berubah benyek, beri royco lalu angkat', 'Masukan bubur kedalam mangkuk, siram dengan kuah, beri toping sesuai selera seperti bawang goreng, kacang goreng, sambal, kerupuk, kecap, telor dll bubur ala anak indekos sudah siap silahkan dicoba']",45 Menit,https://cookpad.com/id/resep/24594173-3-bubur-ayam-ala-anak-kost,"['bubur', 'kedalam', 'ala']"
Nasi Goreng Oriental ala Anak Kos,https://img-global.cpcdn.com/recipes/36ac170f832fcb61/1280x1280sq70/nasi-goreng-oriental-ala-anak-kos-foto-resep-utama.jpg,Denz Kitchen 18 🍒,3 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '300 gr', 'bahan': 'Nasi Putih'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '4 sdm', 'bahan': 'Saus Tiram'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}]","['Orakarik telur terlebih dahulu hingga matang', 'Setelah itu, tambahkan nasi putih, saus tiram, garam, dan gula pasir lalu, aduk hingga rata dan matang', 'Nasi goreng oriental ala anak kos siap dihidangkan']",10 Menit,https://cookpad.com/id/resep/24753452-nasi-goreng-oriental-ala-anak-kos,"['nasi', 'oriental', 'ala']"
Pangsit Goreng Ayam (versi anak kosan),https://img-global.cpcdn.com/recipes/38b9134704664c7d/1280x1280sq70/pangsit-goreng-ayam-versi-anak-kosan-foto-resep-utama.jpg,Nisa A.,20 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Ayam Cincang'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Tepung Tapioka'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Kulit Pangsit'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Garlic Powder'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Onion Powder'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Lada Putih Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Totole'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Minyak Wijen'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Saus Tiram'}]","['Campur semuanya jadi 1', 'Takaran untuk 1 kulit pangsit, aku pakai kurang lebih 12 sdm (bentuk kulit pangsit sebisanya (tempelin ujungnya pakai air putih)', 'Lalu digoreng pakai api sedang, kalau sama kayak aku pakai panci listrik, mode panasnya yang rendah saja supaya matang sampai ke dalam', 'Jadi deeeh, selamat mencoba']",30 Menit,https://cookpad.com/id/resep/24701833-pangsit-goreng-ayam-versi-anak-kosan,"['pangsit', '1', 'kulit']"
Sayur asem satset,https://img-global.cpcdn.com/recipes/cd1c7f658e3a9a2e/1280x1280sq70/sayur-asem-satset-foto-resep-utama.jpg,Lala Wulandari,5 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Ikat', 'bahan': 'Kacang Panjang'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Labu Siam'}, {'grup': 'Bahan Utama', 'jumlah': '12 Buah', 'bahan': 'Pepaya Muda'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Nangka,'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Daun Melinjo'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Melinjo'}, {'grup': 'Bahan Utama', 'jumlah': '3 Buah', 'bahan': 'Jagung Manis,'}, {'grup': 'Bahan Utama', 'jumlah': '2 Lembar', 'bahan': 'Daun Salam'}, {'grup': 'Bahan Utama', 'jumlah': '3 Cm', 'bahan': 'Lengkuas'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Sereh'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Air Asam Jawa'}, {'grup': 'Bahan Utama', 'jumlah': '15 gr', 'bahan': 'Gula Jawa,'}, {'grup': 'Bahan Utama', 'jumlah': '1 L', 'bahan': 'Air'}, {'grup': 'Bahan Halus', 'jumlah': '8 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Halus', 'jumlah': '4 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Halus', 'jumlah': '4 Buah', 'bahan': 'Cabai Merah'}, {'grup': 'Bahan Halus', 'jumlah': 'Secukupnya', 'bahan': 'Gula'}, {'grup': 'Bahan Halus', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}]","['Labu, pepaya dan nangka dipotong dadu, kacang panjang potong 3cm sesuai selera, jagung potong bulat', 'Rebus air hingga mendidih kemudian masukan buah melinjo, jagung 3menit', 'Setelah itu masukan bumbu halus serta labu, pepaya, nangka dan kacang panjang hingga matang, trakhir daun melinjo', 'Tambahkan bumbu penyedap jamur, garam, air asam jawa, gula merah, terakhir koreksi rasa', 'Masak semua bahan hingga matang dan bumbu meresap', 'Dan sayuran asam siap dihidangkan beserta teman pelengkapnya seperti ikan asin sambal tahu tempe goreng selamat makan']",45 Menit,https://cookpad.com/id/resep/24747918-sayur-asem-satset,"['labu', 'pepaya', 'nangka']"
Mie Goreng sat - set,https://img-global.cpcdn.com/recipes/6c1f71b1a924a7e7/1280x1280sq70/mie-goreng-sat-set-foto-resep-utama.jpg,Siskha Areastuti,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2 Keping', 'bahan': 'Mie Kering'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '1 Genggam', 'bahan': 'Sawi'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Saus Tiram'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Kecap Asin'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Kecap Ikan'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Kecap Manis'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Bawang Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Lada Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Kaldu Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Minyak Untuk Menumis'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Bawang Goreng Untuk Taburan'}]","['Rendam mie kering kedalam air panas mendidih selama kurang lebih 3 menit', 'Angkat dan tiriskan mie yang sudah di rendam', 'Tambahkan semua bumbu kedalam mie aduk hingga semua tercampur', 'Panaskan wajan, masukkan telur kemudian orak arik lalu masukkan sawi tumis sebentar', 'Setelah sayuran layu, masukkan mie yang telah bercampur bumbu aduk hingga semua tercampur rata', 'Setelah matang angkat dan sajikan taburi bawang goreng diatasnya']",30 Menit,https://cookpad.com/id/resep/24737125-mie-goreng-sat-set,"['mie', 'rendam', 'kedalam']"
"Bumbu Nasi goreng, Mie goreng, Bihun goreng dan Tumis2an sat set",https://img-global.cpcdn.com/recipes/0dc6390a059e51ee/1280x1280sq70/bumbu-nasi-goreng-mie-goreng-bihun-goreng-dan-tumis2an-sat-set-foto-resep-utama.jpg,Bunda Giesca_Afiza,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '40 gr', 'bahan': 'Kemiri'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bonggol', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Terasi Udang'}, {'grup': 'Bahan Utama', 'jumlah': '150 mL', 'bahan': 'Minyak Goreng'}]","['Kupas bawang putih lalu cuci bersih haluskan bawang putih, kemiri, terasi udang dan minyak goreng sampai semua halus', 'Tumis bumbu sampai harum dan berwarna kecoklatan menggunakan api kecil dan jangan sampai gosong', 'Dinginkan bumbu lalu simpan di wadah kedap udara dan simpan di kulkas']",20 Menit,https://cookpad.com/id/resep/24733589-bumbu-nasi-goreng-mie-goreng-bihun-goreng-dan-tumis2an-sat-set,"['bawang', 'simpan', 'nasi']"
Burger Kilat ala Bapak2,https://img-global.cpcdn.com/recipes/5224a850bb396ed9/1280x1280sq70/burger-kilat-ala-bapak2-foto-resep-utama.jpg,Indah Riduwan,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Roti Burger'}, {'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Keju Slice'}, {'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Smoked Beef'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Saos Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Saos Keju'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Mentega'}]","['Siapkan bahan potong roti burger jadi 2', 'Panaskan mentega, panggang daging, panaskan roti yang sudah dioles mentega', 'Tambah saos tomat dan saos keju tumpangi dengan keju slice panaskan keju slice hingga lumer tumpuk dengan bagian roti atas', 'Siap disajikan', 'Oke selamat mencoba']",Tidak ada,https://cookpad.com/id/resep/24785169-burger-kilat-ala-bapak2,"['roti', 'keju', 'burger']"
Bubur Ayam Sat Set,https://img-global.cpcdn.com/recipes/effda960e8e48d28/1280x1280sq70/bubur-ayam-sat-set-foto-resep-utama.jpg,Icha,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Nasi'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Bumbu Ayam Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Air'}]","['Masukan nasi dan air kedalam panci secukupnya, nyalakan kompor lalu mulai adukaduk sampai mengental', 'Berikutnya tuang sedikit2 bumbu ayam goreng atau soto ayam dan cicipi aduk terus sampai menjadi bubur', 'Jika tekstur sudah mengental seperti bubur matikan kompor, untuk topping bisa diisi dengan suiran ayam atau juga dengan telur rebus sesuai selera anda lalu sajikan']",Tidak ada,https://cookpad.com/id/resep/24772223-bubur-ayam-sat-set,"['ayam', 'bubur', 'kompor']"
Ide Sarapan Mudah 15 Menit,https://img-global.cpcdn.com/recipes/d9ea44a1f515bc90/1280x1280sq70/ide-sarapan-mudah-15-menit-foto-resep-utama.jpg,Suka Masak,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Tepung Pancake'}, {'grup': 'Bahan Utama', 'jumlah': '100 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '50 mL', 'bahan': 'Susu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur Ayam'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Bumbu Tabur Magfood Rasa Cokelat'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Madu'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Margarin'}, {'grup': 'Bahan Utama', 'jumlah': '3', 'bahan': 'Jeruk Mandarin'}]","['Siapkan bahannya', 'Campur bahan kering dengan telur dan airsusu aduk sampai mengental', 'Panaskan teflon dan beri sedikit margarin, tuang adonan pancake ke dalam teflon ukuran sesuai selera', 'Jika dirasa sudah matang, balik adonan agar matang merata', 'Jika sudah matang semua sisi, angkat dan susun ke dalam piring kemudian hias sesuai selera disini kita hias menggunakan madu, bumbu tabur magfood rasa coklat dan jeruk mandarin sebagai garnish', 'Taraa sarapan mau sudah jadi dan siap dinikmati']",20 Menit,https://cookpad.com/id/resep/24764687-ide-sarapan-mudah-15-menit,"['sarapan', 'teflon', 'adonan']"
Pisang goreng cepat saji,https://img-global.cpcdn.com/recipes/7337da722526e258/1280x1280sq70/pisang-goreng-cepat-saji-foto-resep-utama.jpg,jeng hayoone,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '4 Buah', 'bahan': 'Pisang Tanduk Matang'}, {'grup': 'Bahan Utama', 'jumlah': '2 Sachet', 'bahan': 'Tepung Bumbu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sendok Makan', 'bahan': 'Blue Band'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air Es'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Minyak Goreng'}]","['Siapkan pisang tanduk, kupas kulitnya dan potong2 sesuai selera', 'Tuang tepung dalam wadah, beri blue band dan masukan air es sedikit demi sedikit menjadi adonan, masukan pisang bolak balik supaya pisang berbalur tepung merata', 'Ambil pisang tepungnya dan gorengpisang goreng tepung siap disantapselamat mencoba']",Tidak ada,https://cookpad.com/id/resep/24750320-pisang-goreng-cepat-saji,"['pisang', 'tepung', 'cepat']"
